time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
10.084826,0.850713,-2.377287,-2.063345
10.124664,1.498607,-4.672811,-0.631943
10.154543,1.484516,-5.992511,-0.984922
10.194381,-4.152735,-7.830275,-2.039052
10.224259,-6.490001,-6.998378,-0.272083
10.254138,-5.532442,-6.045637,1.204258
10.293976,-4.093199,-3.582234,2.026496
10.323854,-3.182216,-2.004608,0.994206
10.353732,-4.675665,2.123516,-3.398931
10.393570,9.514371,0.964962,-1.558437
10.423449,7.449293,0.523518,-0.996685
10.453327,3.843825,0.723728,-0.578063
10.493165,1.288514,-1.615202,-0.629525
10.523044,0.306234,-4.322591,0.361735
10.552922,3.189811,-6.781287,-1.429364
10.592760,9.650145,-2.074954,-2.241994
10.622639,6.990988,-1.829604,-2.827887
10.652517,2.708226,-2.686089,-2.573996
10.692355,0.153077,-3.231552,-2.894359
10.722234,-0.512257,-3.778932,-0.069818
10.752112,-3.678682,-2.474775,1.021831
10.791950,-7.661266,1.190374,1.141748
10.821828,-2.955897,4.888226,-2.085251
10.861666,4.760711,9.175224,-1.551629
10.891545,5.577583,9.822008,3.099384
10.921423,-2.993282,9.457632,3.353958
10.951302,-3.517971,6.478741,1.610934
10.991140,-4.745078,3.148873,-0.693334
11.021018,5.094322,7.866502,-2.570390
11.060856,5.584111,3.695305,1.648974
11.090735,0.970847,0.579576,-0.778609
11.120613,-3.349547,0.883995,-2.283755
11.160451,-2.674256,-2.513234,-2.021240
11.190330,-0.026102,-4.221326,-1.222744
11.220208,1.085226,-3.361426,-1.096589
11.260046,-0.190861,-4.614109,-1.464687
11.289925,-1.551948,-5.313255,-1.515120
11.319803,-1.653155,-6.135720,-1.006866
11.359641,-1.136789,-7.838875,0.091666
11.389520,-7.587230,-6.820056,2.660766
11.419398,0.482102,2.312230,-2.013561
11.459236,6.265374,-1.657966,1.777603
11.489115,-3.736814,-0.634199,0.570733
11.518993,-5.026525,0.176069,-1.698557
11.558831,-1.442932,-0.543074,1.434260
11.588709,1.135040,-0.367845,1.793634
11.618588,-0.778005,0.645284,1.986855
11.658426,-4.226575,2.147210,1.004296
11.688304,-5.206045,2.984013,0.225440
11.728142,-2.549535,3.864601,-0.416197
11.758021,-0.342573,3.522970,0.442714
11.787899,1.939066,2.941146,0.979741
11.827737,0.472315,0.577985,1.858461
11.857616,-0.382388,-1.348188,1.627067
11.887494,-2.402065,-1.818306,0.082482
11.927332,1.249661,0.439005,0.583977
11.957211,-0.218308,-0.511999,0.503122
11.987089,0.897358,-0.649982,0.270710
12.026928,1.724479,-1.332065,0.382520
12.056806,0.557174,-1.880807,0.287775
12.086685,0.027089,-2.148433,0.656912
12.126523,0.355623,-2.390490,1.359972
12.156401,-0.055497,-2.280689,1.662958
12.186280,-0.598993,-1.927308,1.674552
12.226118,-0.931868,-1.777855,1.302167
12.255996,-0.946981,-1.727238,1.037554
12.285875,-1.209275,-1.357952,0.502252
